no. of analyses,Year,Lat oN,Long oE,Min. Depth (mbls.),Max. Depth (mbls.),Depth,cellsPer_rounded,cellsPer,S.D. (cells/gram or cells/mL),MethodTC,MethodDescription,MethodCM,T (oC),pH,Eh,Salinity (M),Ionic Strength (M),SOC  (ppm),DOC (ppm),NH4 or N (ppm),NO3 (ppm),porosity (%),conductivity (m/sec),Biomass Correlation?,Most Abundance Isolates or Phyla,gas concentrations,Sample_Type,Simplified_Rock_Type,rock type,Formation,Formation age,Citation,Na (M),Cl (M),Ca (M),,TDS ppm,meanHF,medianHF,mast,tcon,z85med,z122med,z85mean,z122mean,rechargeFull,rechargeType,rechargeVolume,crustTypeCompleteInfo,crustTypeMin1,crustType,crustTypeFull,crustScheme2,combined_cv,combined_cr_icefull,combined_cr,rechargeShort,crust
1,1994,35.1992,-107.3489,0,,170.4,2.63E+06,2630268,,DAPI,cells desorbed with Na pyrophosphate ,direct,20,8.5,233,,0.021,,13.9,,,6.9,,,,,core,sandstone,sandstone,Paguate Sandstone,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1994,35.1992,-107.3489,0,,178.9,2.75E+06,2754229,,DAPI,cells desorbed with Na pyrophosphate ,direct,20,8.5,233,,0.021,,13.9,,,,,,,,core,sandstone,sandstone,Paguate Sandstone,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1994,35.1992,-107.3489,0,,183.9,2.45E+06,2454709,,DAPI,cells desorbed with Na pyrophosphate ,direct,20,8.5,233,,0.021,,13.9,,,,,,,,core,sandstone,sandstone,Paguate Sandstone,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1994,35.1992,-107.3489,0,,185.7,1.32E+06,1318257,,DAPI,cells desorbed with Na pyrophosphate ,direct,20,,,,,,,,,,,,,,core,shale,shale,Clay Mesa Shale,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1994,35.1992,-107.3489,0,,187.1,1.32E+06,1318257,,DAPI,cells desorbed with Na pyrophosphate ,direct,20,8.2,231,,0.013,,1.8,,,15.6,,,,,core,sandstone,sandstone,Cubero Ss.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1994,35.1992,-107.3489,0,,188.5,1.95E+06,1949845,,DAPI,cells desorbed with Na pyrophosphate ,direct,20,8.2,231,,0.013,,1.8,,,,,,,,core,sandstone,sandstone,Cubero Ss.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1994,35.1992,-107.3489,0,,193.1,7.24E+06,7244360,,DAPI,cells desorbed with Na pyrophosphate ,direct,20,8.2,231,,0.013,,1.8,,,,,,,,core,sandstone,sandstone,Cubero Ss.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1994,35.1992,-107.3489,0,,196.3,3.09E+06,3090295,,DAPI,cells desorbed with Na pyrophosphate ,direct,20,8.2,231,,0.013,,1.8,,,,,,,,core,sandstone,sandstone,Cubero Ss.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1994,35.1992,-107.3489,0,,198.1,4.79E+06,4786301,,DAPI,cells desorbed with Na pyrophosphate ,direct,20,8.2,231,,0.013,,1.8,,,11.3,,,,,core,sandstone,sandstone,Cubero Ss.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1994,35.1992,-107.3489,0,,200.3,4.90E+06,4897788,,DAPI,cells desorbed with Na pyrophosphate ,direct,20,8.2,231,,0.013,,1.8,,,12.3,,,,,core,sandstone,sandstone,Cubero Ss.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1994,35.1992,-107.3489,0,,201,4.79E+06,4786301,,DAPI,cells desorbed with Na pyrophosphate ,direct,20,,,,,,,,,,,,,,core,shale,shale,Oak Canyon,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1994,35.1992,-107.3489,0,,201.6,3.24E+06,3235937,,DAPI,cells desorbed with Na pyrophosphate ,direct,20,,,,,,,,,,,,,,core,shale,shale,Oak Canyon,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1994,35.1992,-107.3489,0,,203.3,5.75E+06,5754399,,DAPI,cells desorbed with Na pyrophosphate ,direct,20,,,,,,,,,13,,,,,core,shale,shale,Oak Canyon,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1994,35.1992,-107.3489,0,,204,1.00E+07,10000000,,DAPI,cells desorbed with Na pyrophosphate ,direct,20,,,,,,,,,12.8,,,,,core,shale,shale,Oak Canyon,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,core length,1,5.75E+06,5754399,,Baclight,total,direct,20,,,,,,,,,,,,,,core,shale,shale,Mancos Sh.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,93.5,45,2.63E+04,26303,,Baclight,total,direct,20,,,,,,,,,,,,,,core,shale,shale,Mancos Sh.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,200,102,2.14E+05,213796,,Baclight,total,direct,20,,,,,,,,,,,,,,core,shale,shale,Mancos Sh.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,397.1,224,6.92E+05,691831,,Baclight,total,direct,20,,,,,,,,,,,,,,core,sandstone,sandstone,Cubero Ss.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,425,240,4.57E+05,457088,,Baclight,total,direct,20,,,,,,,,,,,,,,core,shale,shale,Oak Canyon,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,91.8,30,2.82E+07,28183829,,DAPI,,direct,20,,,,,,,,,,,,,,core,shale,shale,Mancos Sh.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,93.5,45,2.29E+06,2290868,,DAPI,,direct,20,,,,,,,,,,,,,,core,shale,shale,Mancos Sh.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,227.6,125.18,4.37E+06,4365158,,DAPI,,direct,20,,,,,,,,,,,,,,core,shale,shale,Mancos Sh.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,239.9,125,2.45E+06,2454709,,DAPI,,direct,20,,,,,,,,,,,,,,core,shale,shale,Mancos Sh.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,251.6,130,6.31E+06,6309573,,DAPI,,direct,20,8.3,282,,0.016,,5.3,,,,,,,,core,sandstone,sandstone,Two Wells Sandstone,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,259.9,135,5.37E+06,5370318,,DAPI,,direct,20,8.3,282,,0.016,,5.3,,,,,,,,core,sandstone,sandstone,Two Wells Sandstone,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,260.5,140,3.39E+06,3388442,,DAPI,,direct,20,8.3,282,,0.016,,5.3,,,,,,,,core,sandstone,sandstone,Two Wells Sandstone,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,299,164.45,4.90E+06,4897788,,DAPI,,direct,20,8.3,282,,0.016,,5.3,,,,,,,,core,sandstone,sandstone,Two Wells Sandstone,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,310.8,170,7.94E+06,7943282,,DAPI,,direct,20,,,,,"8,000",,,,,,,,,core,shale,shale,Whitewater Arroyo Sh.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,315.4,172,3.80E+06,3801894,,DAPI,,direct,20,,,,,"5,500",,,,,,,,,core,shale,shale,Whitewater Arroyo Sh.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,319.7,174,3.55E+06,3548134,,DAPI,,direct,20,,,,,,,,,,,,,,core,shale,shale,Whitewater Arroyo Sh.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,329.2,176,5.01E+06,5011872,,DAPI,,direct,20,,,,,"8,000",,,,,,,,,core,shale,shale,Whitewater Arroyo Sh.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,333.7,180,3.09E+06,3090295,,DAPI,,direct,20,8.2,231,,0.013,"1,700",1.8,,,,,,,,core,sandstone,sandstone,Paguate Ss.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,344.2,184,1.78E+06,1778279,,DAPI,,direct,20,8.2,231,,0.013,"2,500",1.8,,,,,,,,core,sandstone,sandstone,Paguate Ss.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,350.3,188,4.37E+06,4365158,,DAPI,,direct,20,8.2,231,,0.013,"1,000",1.8,,,,,,,,core,sandstone,sandstone,Paguate Ss.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,355.4,192,3.24E+06,3235937,,DAPI,,direct,20,8.2,231,,0.013,"4,000",1.8,,,,,,,,core,sandstone,sandstone,Paguate Ss.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,361.1,196,4.27E+06,4265795,,DAPI,,direct,20,8.2,231,,0.013,"3,500",1.8,,,,,,,,core,sandstone,sandstone,Paguate Ss.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,371.1,202.5,9.77E+05,977237,,DAPI,,direct,20,,,,,"7,500",,,,,,,,,core,shale,shale,Clay Mesa Sh.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,375.3,207.5,3.63E+06,3630781,,DAPI,,direct,20,,,,,"11,000",,,,,,,,,core,shale,shale,Clay Mesa Sh.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,378.4,210,4.37E+06,4365158,,DAPI,,direct,20,,,,,"13,500",,,,,,,,,core,shale,shale,Clay Mesa Sh.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,381.8,212.5,1.95E+06,1949845,,DAPI,,direct,20,,,,,"14,700",,,,,,,,,core,shale,shale,Clay Mesa Sh.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,386.5,215,2.95E+06,2951209,,DAPI,,direct,20,8.5,233,,0.021,"1,800",13.9,,,,,,,,core,sandstone,sandstone,Cubero Ss.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,390.9,220,2.95E+06,2951209,,DAPI,,direct,20,8.5,233,,0.021,"4,500",13.9,,,,,,,,core,sandstone,sandstone,Cubero Ss.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,397.1,224,9.77E+05,977237,,DAPI,,direct,20,8.5,233,,0.021,"4,700",13.9,,,,,,,,core,sandstone,sandstone,Cubero Ss.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,405.5,228,2.29E+06,2290868,,DAPI,,direct,20,,,,,"4,300",,,,,,,,,core,shale,shale,Oak Canyon,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,409.8,230,1.82E+06,1819701,,DAPI,,direct,20,,,,,"3,500",,,,,,,,,core,shale,shale,Oak Canyon,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,417.4,235,1.82E+06,1819701,,DAPI,,direct,20,,,,,"6,000",,,,,,,,,core,shale,shale,Oak Canyon,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,436.7,245,3.80E+06,3801894,,DAPI,,direct,20,,,,,"3,000",,,,,,,,,core,shale,shale,Oak Canyon,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,451.2,248,2.95E+06,2951209,,DAPI,,direct,20,,,,,700,,,,,,,,,core,sandstone,sandstone,Morrison Formation-Jackpile Ss.,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,457.3,260,1.95E+06,1949845,,DAPI,,direct,20,,,,,,,,,,,,,,core,basalt,basalt,basalt dike,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,464.2,270,4.07E+06,4073803,,DAPI,,direct,20,8.3,103,,0.016,100,0.9,,,,,,,,core,sandstone,sandstone,Morrison Formation,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,472.6,275,3.09E+06,3090295,,DAPI,,direct,20,8.3,103,,0.016,100,0.9,,,,,,,,core,sandstone,sandstone,Morrison Formation,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,475.3,280,2.95E+06,2951209,,DAPI,,direct,20,8.3,103,,0.016,200,0.9,,,,,,,,core,sandstone,sandstone,Morrison Formation,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,482.9,290,1.82E+06,1819701,,DAPI,,direct,20,8.3,103,,0.016,800,0.9,,,1.9,,,,,core,sandstone,sandstone,Morrison Formation,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,503.9,297.301,9.77E+05,977237,,DAPI,,direct,20,8.3,103,,0.016,100,0.9,,,,,,,,core,sandstone,sandstone,Morrison Formation,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,1997,35.1978,-107.3483,,507.3,299.307,1.32E+06,1318257,,DAPI,,direct,20,8.3,103,,0.016,200,0.9,,,,,,,,core,sandstone,sandstone,Morrison Formation,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,2003,35.1978,-107.3483,182,192,182.6,1.90E+06,1900000,,AODC,,direct,20,8.2,231,,0.008,,1.8,,0.08,10,6.00E-09,,,yes,MLS coarse sand particles (1 mm grain size),sandstone*,sandstone/shale,Mesaverde Group,Cretaceous,Takai et al. 2003 - CNV-R Cerro Negro,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,2003,35.1978,-107.3483,,,183.3,1.70E+06,1700000,,AODC,,direct,20,8.2,231,,0.008,,1.8,,0.08,10,6.00E-09,,,,MLS coarse sand particles,sandstone*,sandstone/shale,Mesaverde Group,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,2003,35.1978,-107.3483,,,183.9,2.00E+06,2000000,,AODC,,direct,20,8.2,231,,0.008,,1.8,,0.08,10,6.00E-09,,,,MLS coarse sand particles,sandstone*,sandstone/shale,Mesaverde Group,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,2003,35.1978,-107.3483,,,184.5,1.50E+06,1500000,,AODC,,direct,20,8.2,231,,0.008,,1.8,,0.08,10,6.00E-09,,,,MLS coarse sand particles,sandstone*,sandstone/shale,Mesaverde Group,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,2003,35.1978,-107.3483,,,185.1,1.80E+06,1800000,,AODC,,direct,20,8.2,231,,0.008,,1.8,,0.08,10,6.00E-09,,,,MLS coarse sand particles,sandstone*,sandstone/shale,Mesaverde Group,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
1,2003,35.1978,-107.3483,,,185.7,1.90E+06,1900000,,AODC,,direct,20,8.2,231,,0.008,,1.8,,0.08,10,6.00E-09,,,,MLS coarse sand particles,sandstone*,sandstone/shale,Mesaverde Group,,,,,,,,85.8399963,88.5,8.55,2.5,2.15960452,3.20480226,2.226526191,3.304112444,complex_<20_mm/a,complex,low,X-,Rift,Rift,X-,Extended_Crust,Extended_Crust low,Extended_Crust complex,Extended_Crust complex,complex low,Extended_Crust
