FID,Longitude,Latitude,Mean_HF,Median_HF,MEAN_Annual_Temp,Therm_Cond__W_per_m_K,Z85_Med_HF_km,Z122_Med_HF_km,Z85_Mean_HF_km,Z122_Mean_HF_km,rechargeDepth,Descriptio,rechargeVolume,grid_area_m2,crustTypeFull,crustType,crustTypeMin1,crustScheme2,combined_cv,combined_cr,rechargeShort
1563,102.414,15,51,52,26.25,2.5,2.824519231,4.603365385,2.879901961,4.693627451,shallow,shallow_<100_mm/a,low,49412966263,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low
1562,100.345,15,53.3600006,50,26.75,2.5,2.9125,4.7625,2.729104167,4.462612394,major,major_20-100_mm/a,low,49412966263,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen major,major low
1561,98.276,15,69.0400009,58.9199982,24.73333333,2.5,2.557139702,4.127065073,2.182309744,3.522112739,shallow,shallow_>=100_mm/a,high,49412942380,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow high
1560,96.207,15,75.8799973,68.7600021,26,2.5,2.145142459,3.49040129,1.943858793,3.162888884,major,major_100-300_mm/a,high,49412966263,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,major high
1559,94.138,15,69.4000015,62.1199989,26,2.5,2.374436616,3.863490088,2.125360185,3.458213182,major,major_100-300_mm/a,high,49412966263,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,major high
1558,81.724,15,69.0100021,55.0999985,27,2.5,2.631579019,4.310344945,2.101144698,3.441530108,major,major_20-100_mm/a,low,49412966263,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,major low
1557,79.655,15,65.2799988,54.0400009,27.625,2.5,2.65428382,4.365978832,2.197265665,3.614238731,complex,complex_20-100_mm/a,low,49412942380,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton complex,complex low
1556,77.586,15,42.0299988,40,26.375,2.5,3.6640625,5.9765625,3.487092652,5.687901661,complex,complex_<20_mm/a,low,49412249776,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton complex,complex low
1555,75.517,15,31.5799999,33,24.5,2.5,4.583333333,7.386363636,4.789423701,7.718492741,complex,complex_20-100_mm/a,low,49413324506,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton complex,complex low
1554,73.448,15,63.1399994,63.1399994,25.5,2.5,2.355875854,3.820874284,2.355875854,3.820874284,complex,complex_100-300_mm/a,high,49412584137,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust high,Extended_Crust complex,complex high
1553,52.759,15,233.7599945,233.7599945,25.66666667,2.5,0.634553973,1.030258979,0.634553973,1.030258979,major,major_<2_mm/a,low,49412966263,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,major low
1552,50.69,15,101.4599991,101.4599991,23.7,2.5,1.51044748,2.422136824,1.51044748,2.422136824,shallow,shallow_<100_mm/a,low,49412584137,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
1551,48.621,15,89.8000031,89.8000031,22.73333333,2.5,1.733481752,2.763548531,1.733481752,2.763548531,major,major_<2_mm/a,low,49412966263,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1550,46.552,15,60.4599991,59.4700012,21.5625,2.5,2.666785721,4.222191776,2.62311863,4.153055801,major,major_2-20_mm/a,low,49412966263,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1549,44.483,15,64.4599991,66.1399994,17.5,2.5,2.551406131,3.949954678,2.617902612,4.05290108,complex,complex_<20_mm/a,low,49412584137,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton complex,complex low
1548,42.414,15,141.6999969,148.25,27.09090909,2.5,0.976544535,1.600490572,1.02168476,1.674472353,major,major_<2_mm/a,low,49412966263,V2,Continental_shelf/slope,Intermediate_continental/oceanic_crust,Extended_Crust,Extended_Crust low,Extended_Crust major,major low
1547,40.345,15,132.5,132.5,26.66666667,2.5,1.100628931,1.798742138,1.100628931,1.798742138,complex,complex_<20_mm/a,low,49412966263,V2,Continental_shelf/slope,Intermediate_continental/oceanic_crust,Extended_Crust,Extended_Crust low,Extended_Crust complex,complex low
1546,38.276,15,72.9199982,56.75,23,2.5,2.731277533,4.36123348,2.125617167,3.394130638,shallow,shallow_<100_mm/a,low,49412942380,I2,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
1545,36.207,15,64.4599991,64.7600021,27.875,2.5,2.205257804,3.633608591,2.215521284,3.650519753,shallow,shallow_<100_mm/a,low,49412608019,I2,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
1544,34.138,15,59.6800003,59.6599998,27.8125,2.5,2.396392063,3.946844633,2.395588962,3.945521931,shallow,shallow_<100_mm/a,low,49412966263,I2,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
1543,32.069,15,61.2799988,55.9900017,27.875,2.5,2.550678615,4.202759294,2.330491234,3.839956015,major,major_2-20_mm/a,low,49412942380,I2,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1542,30,15,58.1100006,53.6899986,26.25,2.5,2.735611917,4.45846538,2.527533961,4.119342584,major,major_2-20_mm/a,low,49412608019,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1541,27.931,15,62.8400002,54.5800018,25.3125,2.5,2.733945494,4.428705424,2.374582265,3.846574622,shallow,shallow_<100_mm/a,low,49412966263,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
1540,25.862,15,64.6699982,63.2599983,23.875,2.5,2.415626053,3.877845504,2.362958161,3.793296843,major,major_2-20_mm/a,low,49412942380,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1539,23.793,15,65.5999985,64.6299973,23.6875,2.5,2.371673471,3.80289742,2.336604474,3.746665482,shallow,shallow_<100_mm/a,low,49412966263,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
1538,21.724,15,68.0100021,59.9099998,25.35,2.5,2.489150401,4.033133046,2.192692183,3.552786245,shallow,shallow_<100_mm/a,low,49412608019,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
1537,19.655,15,68.0100021,64.7699966,27.75,2.5,2.209742281,3.637872663,2.104469866,3.464563928,major,major_2-20_mm/a,low,49412942380,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1536,17.586,15,68.9400024,66.75,27.8125,2.5,2.141853933,3.527621723,2.073814114,3.415560514,major,major_2-20_mm/a,low,49412966263,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1535,15.517,15,68.9400024,66.75,26.8125,2.5,2.179307116,3.565074906,2.11007753,3.45182393,major,major_2-20_mm/a,low,49412584137,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1534,13.448,15,68.1100006,66.3700027,27,2.5,2.184721924,3.578423841,2.128909099,3.487006283,major,major_2-20_mm/a,low,49412966263,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1533,11.379,15,63.5800018,65.1800003,27,2.5,2.224608765,3.643755737,2.280591316,3.735451294,major,major_2-20_mm/a,low,49412966263,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1532,9.31,15,63.5800018,56.8899994,26.9375,2.5,2.551524899,4.177469722,2.28304885,3.737908828,major,major_2-20_mm/a,low,49412966263,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1531,7.241,15,60.5900002,56.5,27.45,2.5,2.546460177,4.183628319,2.374566752,3.901221311,major,major_20-100_mm/a,low,49412584137,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1530,5.172,15,61.1500015,59.2200012,28.1875,2.5,2.398366213,3.960338488,2.322669608,3.835343324,major,major_20-100_mm/a,low,49412966263,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1529,3.103,15,61.5699997,60,28.5625,2.5,2.3515625,3.893229167,2.291599004,3.793954055,major,major_2-20_mm/a,low,49412966263,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1528,1.034,15,21.6900005,22,28.625,2.5,2.578915972,4.271508274,2.357602877,3.904943125,major,major_2-20_mm/a,low,49412584137,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1527,-1.034,15,57.7999992,51.3400002,28.6875,2.5,2.742135751,4.543849807,2.435661798,4.036007841,major,major_2-20_mm/a,low,49412966263,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1526,-3.103,15,60.9199982,56.9700012,27.9375,2.5,2.504059101,4.127720643,2.341698198,3.86008301,major,major_20-100_mm/a,low,49412942380,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1525,-5.172,15,61.5400009,63.7200012,28,2.5,2.236346474,3.688009974,2.315567077,3.818654478,major,major_2-20_mm/a,low,49412966263,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1524,-7.241,15,62.2299995,52.2400017,27.8,2.5,2.737365914,4.50803967,2.297927063,3.784348415,major,major_20-100_mm/a,low,49412608019,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1523,-9.31,15,66.6900024,53.8199997,27.6875,2.5,2.662230598,4.380922544,2.148466709,3.535481204,major,major_20-100_mm/a,low,49412942380,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1522,-11.379,15,54.3699989,55.1300011,28,2.5,2.584799513,4.262651829,2.620930713,4.322236615,major,major_20-100_mm/a,low,49412966263,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1521,-13.448,15,59.25,61.2099991,28,2.5,2.328051006,3.83924201,2.405063291,3.966244726,major,major_20-100_mm/a,low,49412608019,P-,orogen,orogen,orogen,orogen,orogen major,major low
1520,-15.517,15,70.8199997,61.3800011,26.8125,2.5,2.369969817,3.87697533,2.054063126,3.360191344,major,major_20-100_mm/a,low,49412942380,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1519,-17.586,15,69.1699982,56.1599998,25.28571429,2.5,2.658221418,4.305301196,2.158243721,3.495528706,major,major_20-100_mm/a,low,49412966263,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,major low
1518,-19.655,15,59.2900009,50.6199989,25,2.5,2.963255695,4.790596706,2.529937556,4.090065716,major,major_20-100_mm/a,low,49412966263,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,major low
1517,-21.724,15,49.5,49.5,22,2.5,3.181818182,5.050505051,3.181818182,5.050505051,complex,complex_<20_mm/a,low,49412584137,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex low
1516,-23.793,15,71.1399994,54.8300018,22.28571429,2.5,2.859487674,4.546520264,2.20390379,3.504156823,complex,complex_<20_mm/a,low,49412966263,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex low
1515,-61.034,15,153.3399963,115.0699997,23.5,2.5,1.336143221,2.140001744,1.002673821,1.605908478,complex,complex_100-300_mm/a,high,49412775200,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
1514,-83.793,15,68.7900009,65.1900024,25.35714286,2.5,2.287270093,3.706199324,2.167570009,3.512242182,major,major_=>300_mm/a,high,49412966263,L2,Phanerozoic_and_arcs,continental_arc,arcs,arcs high,arcs,major high
1513,-85.862,15,66.9499969,59,22.625,2.5,2.643008475,4.210805085,2.329163663,3.710791807,shallow,shallow_>=100_mm/a,high,49412775200,L2,Phanerozoic_and_arcs,continental_arc,arcs,arcs high,arcs,shallow high
1512,-87.931,15,71.6299973,67.4700012,21.75,2.5,2.343634166,3.714613836,2.207524863,3.498883281,complex,complex_100-300_mm/a,high,49412966263,L2,Phanerozoic_and_arcs,continental_arc,arcs,arcs high,arcs,complex high
1511,-90,15,64.6600037,65.2699966,21.25,2.5,2.441780424,3.858970632,2.464815819,3.895375589,shallow,shallow_<100_mm/a,low,49412775200,L2,Phanerozoic_and_arcs,continental_arc,arcs,arcs low,arcs,shallow low
1510,-92.069,15,95.6399994,95.6399994,21,2.5,1.672940203,2.640108758,1.672940203,2.640108758,shallow,shallow_>=100_mm/a,high,49412966263,L2,Phanerozoic_and_arcs,continental_arc,arcs,arcs high,arcs,shallow high
1509,-94.138,15,97.4599991,97.4599991,25.33333333,2.5,1.530542459,2.479649794,1.530542459,2.479649794,major,major_20-100_mm/a,low,49412775200,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,major low
1508,-96.207,15,115.7300034,115.7300034,26,2.5,1.274518238,2.073792387,1.274518238,2.073792387,shallow,shallow_<100_mm/a,low,49412775200,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low
1507,-98.276,15,152.1699982,152.1699982,27,2.5,0.952881657,1.560754438,0.952881657,1.560754438,shallow,shallow_<100_mm/a,low,49412966263,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low
1506,144,13,317.480011,317.480011,26,2.5,0.464596179,0.755953105,0.464596179,0.755953105,complex,complex_<20_mm/a,low,49560350618,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex low
1505,125.486,13,64.8099976,64.8099976,25.5,2.5,2.295170583,3.722419518,2.295170583,3.722419518,complex,complex_=>300_mm/a,high,49560374709,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
1504,123.429,13,69.2099991,63.3199997,25.38461538,2.5,2.353734401,3.814568267,2.153423833,3.489935915,complex,complex_100-300_mm/a,high,49559627868,J-,Phanerozoic_and_arcs,Island_arc_or_forearc,arcs,arcs high,arcs,complex high
1503,121.371,13,99.4599991,99.4599991,25.15384615,2.5,1.504276955,2.434299083,1.504276955,2.434299083,complex,complex_100-300_mm/a,high,49560350618,J-,Phanerozoic_and_arcs,Island_arc_or_forearc,arcs,arcs high,arcs,complex high
1502,119.314,13,96.8099976,96.8099976,25.75,2.5,1.530058916,2.485538746,1.530058916,2.485538746,complex,complex_100-300_mm/a,high,49559627868,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
1501,109.029,13,72.3300018,68.3600006,23.41666667,2.5,2.252169865,3.605300339,2.128554258,3.407415003,shallow,shallow_<100_mm/a,low,49559603777,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low
1500,106.971,13,73.5899963,66.1600037,25.0625,2.5,2.26486913,3.662994807,2.036197276,3.293161601,shallow,shallow_>=100_mm/a,high,49560374709,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton shallow,shallow high
1499,104.914,13,68.3799973,65.5800018,26.1875,2.5,2.24201351,3.652504474,2.150208479,3.50294325,major,major_100-300_mm/a,high,49559627868,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen major,major high
1498,102.857,13,65.3700027,61.25,26.25,2.5,2.397959184,3.908163265,2.246825668,3.661847791,major,major_100-300_mm/a,high,49560350618,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen major,major high
1497,100.8,13,40,40,27,2.5,3.625,5.9375,3.625,5.9375,shallow,shallow_<100_mm/a,low,49559627868,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust low,Extended_Crust shallow,shallow low
1496,98.743,13,72.4100037,58.7000008,25.26666667,2.5,2.544009051,4.119818229,2.062330144,3.339777945,shallow,shallow_>=100_mm/a,high,49560374709,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust high,Extended_Crust shallow,shallow high
1495,92.571,13,64.6800003,61.1399994,25.66666667,2.5,2.426125855,3.939047035,2.293341568,3.723459063,shallow,shallow_>=100_mm/a,high,49559627868,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow high
1494,80.229,13,66.6999969,53.1699982,27.16666667,2.5,2.719265342,4.458968241,2.167666268,3.554472929,major,major_20-100_mm/a,low,49560374709,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,major low
1493,78.171,13,30.9099998,25,24.375,2.5,6.0625,9.7625,4.903348463,7.895907524,complex,complex_20-100_mm/a,low,49559627868,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton complex,complex low
1492,76.114,13,30,30,23.75,2.5,5.104166667,8.1875,5.104166667,8.1875,complex,complex_20-100_mm/a,low,49560350618,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton complex,complex low
1491,74.057,13,63.2400017,63.2400017,25.66666667,2.5,2.345561818,3.808243625,2.345561818,3.808243625,complex,complex_100-300_mm/a,high,49559989243,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust high,Extended_Crust complex,complex high
1490,53.486,13,145.0399933,145.0399933,24.83333333,2.5,1.037070281,1.674825413,1.037070281,1.674825413,complex,complex_<20_mm/a,low,49559989243,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex low
1489,51.429,13,182.3099976,182.3099976,27.5,2.5,0.788492139,1.29586969,0.788492139,1.29586969,complex,complex_<20_mm/a,low,49559989243,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex low
1488,47.314,13,215.7299957,215.7299957,27.25,2.5,0.66923934,1.09801606,0.66923934,1.09801606,shallow,shallow_<100_mm/a,low,49559989243,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low
1487,45.257,13,244.9299927,244.9299927,23.92307692,2.5,0.623412045,1.001070979,0.623412045,1.001070979,major,major_2-20_mm/a,low,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1486,43.2,13,270.9700012,270.9700012,27.46666667,2.5,0.530809066,0.872175268,0.530809066,0.872175268,major,major_2-20_mm/a,low,49559627868,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1485,41.143,13,73.3600006,78.8300018,27.3125,2.5,1.829490634,3.002901745,1.965904428,3.226809543,complex,complex_<20_mm/a,low,49559989243,X-,Rift,Rift,Extended_Crust,Extended_Crust low,Extended_Crust complex,complex low
1484,39.086,13,63.7000008,62.5400009,19.375,2.5,2.623321037,4.102374421,2.575549418,4.027668709,complex,complex_<20_mm/a,low,49560013335,X-,Rift,Rift,Extended_Crust,Extended_Crust low,Extended_Crust complex,complex low
1483,37.029,13,64.5400009,68.9300003,23.0625,2.5,2.246391257,3.588332351,2.399190391,3.83241008,complex,complex_20-100_mm/a,low,49559989243,X-,Rift,Rift,Extended_Crust,Extended_Crust low,Extended_Crust complex,complex low
1482,34.971,13,59.6800003,64.0899963,27.875,2.5,2.228311878,3.671594845,2.392970832,3.942903801,major,major_20-100_mm/a,low,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1481,32.914,13,59.6800003,64.0199966,27.25,2.5,2.255154759,3.700015817,2.419152133,3.969085101,shallow,shallow_<100_mm/a,low,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
1480,30.857,13,59.6800003,55.2900009,27.25,2.5,2.611231645,4.284228543,2.419152133,3.969085101,major,major_20-100_mm/a,low,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1479,28.8,13,59.6800003,55.5200005,26.0625,2.5,2.653885963,4.319952231,2.468896603,4.018829571,major,major_2-20_mm/a,low,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1478,26.743,13,58.4900017,63.8899994,25.45,2.5,2.330176888,3.77797781,2.545306816,4.126773688,major,major_2-20_mm/a,low,49560013335,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1477,24.686,13,80.1100006,70.9000015,23.375,2.5,2.17295482,3.477609235,1.923136922,3.077799253,shallow,shallow_<100_mm/a,low,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
1476,22.629,13,77.9700012,61.1899986,24.875,2.5,2.456488044,3.968172995,1.927824775,3.114178482,shallow,shallow_<100_mm/a,low,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
1475,20.571,13,66.5400009,64.0500031,27.3125,2.5,2.251658751,3.695842912,2.167399279,3.557540529,major,major_20-100_mm/a,low,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1474,18.514,13,66.9000015,66.1100006,27.75,2.5,2.164952332,3.564135499,2.139387097,3.522047754,major,major_20-100_mm/a,low,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1473,16.457,13,68.9400024,66.75,27.4375,2.5,2.155898876,3.541666667,2.087412895,3.429159295,major,major_20-100_mm/a,low,49559627868,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1472,14.4,13,63.5999985,64.9300003,27.3125,2.5,2.221141989,3.645753102,2.267590462,3.721993012,major,major_2-20_mm/a,low,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1471,12.343,13,68.1100006,66.6999969,26.9375,2.5,2.176255723,3.563062384,2.131203182,3.489300366,major,major_20-100_mm/a,low,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1470,10.286,13,63.7799988,65.8600006,26.6875,2.5,2.213502106,3.617996475,2.28568913,3.735987057,major,major_20-100_mm/a,low,49560013335,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1469,8.229,13,63.5999985,60.25,26.15,2.5,2.441908714,3.977178423,2.313286218,3.767688768,major,major_20-100_mm/a,low,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1468,6.171,13,73,73,26.8125,2.5,1.992722603,3.25984589,1.992722603,3.25984589,major,major_20-100_mm/a,low,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1467,4.114,13,61.1899986,59.4900017,28,2.5,2.395360496,3.950243626,2.328811951,3.840496901,major,major_20-100_mm/a,low,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1466,2.057,13,58.9000015,53.7999992,28.0625,2.5,2.645794649,4.36512553,2.416701976,3.98716034,shallow,shallow_<100_mm/a,low,49559989243,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
1465,0,13,50.4300003,51,27.5625,2.5,2.815563725,4.629289216,2.847387451,4.681613099,shallow,shallow_<100_mm/a,low,49559989243,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
1464,-2.057,13,59.3499985,51.1800003,27.3125,2.5,2.817873176,4.625219785,2.429970575,3.988521584,shallow,shallow_<100_mm/a,low,49560013335,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low
1463,-4.114,13,61.4500008,55.0900002,27.3125,2.5,2.617875285,4.296945891,2.346928367,3.8522172,major,major_20-100_mm/a,low,49559989243,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1462,-6.171,13,62.5,54.6699982,27.1875,2.5,2.643703215,4.335673272,2.3125,3.7925,major,major_20-100_mm/a,low,49559989243,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1461,-8.229,13,55.8199997,52.4300003,26.65,2.5,2.782281121,4.546538215,2.613310655,4.27042281,major,major_20-100_mm/a,low,49559627868,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton major,major low
1460,-10.286,13,55.7999992,52.2099991,26.875,2.5,2.78323123,4.554922507,2.604166704,4.261872821,major,major_20-100_mm/a,low,49559989243,G2,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton major,major low
1459,-12.343,13,59.5499992,55.7200012,27.25,2.5,2.591080346,4.251166455,2.424433282,3.977749844,shallow,shallow_<100_mm/a,low,49559989243,G2,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton shallow,shallow low
1458,-14.4,13,66.9800034,59.2700005,26.5,2.5,2.467521491,4.028176109,2.183487497,3.564496684,major,major_100-300_mm/a,high,49559989243,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high
1457,-16.457,13,68.9199982,60.8199997,25.58333333,2.5,2.442316136,3.963197433,2.155276706,3.49741255,major,major_100-300_mm/a,high,49560013335,I1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton high,Craton major,major high
1456,-59.657,13,43.6100006,35.1699982,25,2.5,4.264998797,6.895081388,3.439578031,5.56065115,complex,complex_100-300_mm/a,high,49559989243,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
1455,-61.714,13,78.5,78.5,26,2.5,1.878980892,3.057324841,1.878980892,3.057324841,complex,complex_100-300_mm/a,high,49559989243,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,complex high
1454,-67.886,13,51.0499992,51.0499992,27,2.5,2.84035264,4.652301738,2.84035264,4.652301738,shallow,shallow_<100_mm/a,low,49559796510,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low
1453,-69.943,13,65.5400009,58.4199982,27,2.5,2.48202678,4.065388691,2.21238935,3.623741177,shallow,shallow_<100_mm/a,low,49559989243,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low
1452,-72,13,62.2099991,59,27,2.5,2.457627119,4.025423729,2.330815015,3.817714249,major,major_2-20_mm/a,low,49559989243,B-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,major low
1451,-80.229,13,76.5999985,76.5999985,26,2.5,1.925587505,3.13315933,1.925587505,3.13315933,major,major_=>300_mm/a,high,49559989243,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,major high
