no. of analyses,Year,Lat oN,N,"""N",Long oE,E,"""E",Lat oN,Long oE,Min. Depth (mbls.),Max. Depth (mbls.),Depth_in_m,cells_per_g_or_mL,S.D. (cells/gram or cells/mL),Method,Method_Details,MethodCM,Portion_of_Biomass,T (oC),pH,Eh,Salinity (M),Ionic Strength (M),TOC or SOC  (ppm),DOC (ppm),NH4 or N (ppm),NO3 (ppm),porosity (%),,conductivity (m/sec),Biomass Correlation?,Most Abundance Isolates or Phyla,gas concentrations,Locality,Sample_Type,Sample_Type_Full,Rock_Type,rock color,Formation,Formation age,Citation,,rechargeFull,rechargeType,rechargeVolume,crustTypeFull,crustTypeCompleteInfo
1,2015,41,0,14,-73,-54,-45,41.0039,-73.9125,,,364,10000,,SYBR green,,direct,total,18.6,6,134,,0.014,,,,,,,,,,,,water,water,sandstone,,Newark Group,Triassic,O'Mullan et al. 2015 PLOS ONE doi 10.1371,,major 100-300 mm/a,major,high,E-,Craton
1,2015,41,0,14,-73,-54,-45,41.0039,-73.9125,,,364,40000,,SYBR green,,direct,total,17.6,6.1,144,,0.012,,,,,,,,,,,,water,water,sandstone,,Newark Group,Triassic,O'Mullan et al. 2015 PLOS ONE doi 10.1371,,major 100-300 mm/a,major,high,E-,Craton
1,2015,41,0,14,-73,-54,-45,41.0039,-73.9125,,,364,20000,,SYBR green,,direct,total,16.6,6.2,149,,0.01,,,,,,,,,,,,water,water,sandstone,,Newark Group,Triassic,O'Mullan et al. 2015 PLOS ONE doi 10.1371,,major 100-300 mm/a,major,high,E-,Craton
1,2015,41,0,14,-73,-54,-45,41.0039,-73.9125,,,364,30000,,SYBR green,,direct,total,17.7,6.5,128,,0.009,,,,,,,,,,,,water,water,sandstone,,Newark Group,Triassic,O'Mullan et al. 2015 PLOS ONE doi 10.1371,,major 100-300 mm/a,major,high,E-,Craton
1,2015,41,0,14,-73,-54,-45,41.0039,-73.9125,,,364,40000,,SYBR green,,direct,total,19.6,7.4,83,,0.007,,,,,,,,,,,,water,water,sandstone,,Newark Group,Triassic,O'Mullan et al. 2015 PLOS ONE doi 10.1371,,major 100-300 mm/a,major,high,E-,Craton
1,2015,41,0,14,-73,-54,-45,41.0039,-73.9125,,,364,20000,,SYBR green,,direct,total,18.8,7.5,94,,0.007,,,,,,,,,,,,water,water,sandstone,,Newark Group,Triassic,O'Mullan et al. 2015 PLOS ONE doi 10.1371,,major 100-300 mm/a,major,high,E-,Craton
1,2015,41,0,14,-73,-54,-45,41.0039,-73.9125,,,364,100000,,SYBR green,,direct,total,18.2,7.9,34,,0.007,,,,,,,,,,,,water,water,sandstone,,Newark Group,Triassic,O'Mullan et al. 2015 PLOS ONE doi 10.1371,,major 100-300 mm/a,major,high,E-,Craton
1,2015,41,0,14,-73,-54,-45,41.0039,-73.9125,,,364,20000,,SYBR green,,direct,total,16.2,8,52,,0.007,,,,,,,,,,,,water,water,sandstone,,Newark Group,Triassic,O'Mullan et al. 2015 PLOS ONE doi 10.1371,,major 100-300 mm/a,major,high,E-,Craton
1,2015,41,0,14,-73,-54,-45,41.0039,-73.9125,,,364,20000,,SYBR green,,direct,total,18,8.1,35,,0.007,,,,,,,,,,,,water,water,sandstone,,Newark Group,Triassic,O'Mullan et al. 2015 PLOS ONE doi 10.1371,,major 100-300 mm/a,major,high,E-,Craton
1,2010,31,55,13,-92,-27,-51,31.9203,-92.4642,402,402,402,1380,,DAPI,,direct,total,26.4,7.3,,0.9,0.9,,,,,,,,,,,,water,water,sandstone,,Wilcox Group,Paleocene,Mcintosh et al. 2010 GSA Bull. 122:1248-1264 well#5,,major 100-300 mm/a,major,high,D-,Craton
1,2010,31,57,2,-92,-27,-26,31.9506,-92.4572,773,773,773,8630,,DAPI,,direct,total,38.6,7.1,,2.3,2.3,,,,,,,,,,,,water,water,sandstone,,Wilcox Group,Paleocene,well#11,Mcintosh et al. 2010 GSA Bull. 122:1248-1264 well#5,major 100-300 mm/a,major,high,D-,Craton
1,2010,31,56,16,-92,-29,-3,31.9378,-92.4842,944,944,944,94900,,DAPI,,direct,total,38.3,6.9,,2.8,2.8,,,,,,,,,,,,water,water,sandstone,,Wilcox Group,Paleocene,well#12,Mcintosh et al. 2010 GSA Bull. 122:1248-1264 well#5,major 100-300 mm/a,major,high,D-,Craton
1,2010,31,54,28,-92,-29,-23,31.9078,-92.4897,832,832,832,3880,,DAPI,,direct,total,37.3,6.5,,2.9,2.9,,,,,,,,,,,,water,water,sandstone,,Wilcox Group,Paleocene,well#13,Mcintosh et al. 2010 GSA Bull. 122:1248-1264 well#5,major 100-300 mm/a,major,high,D-,Craton
1,2010,31,52,45,-92,-7,-45,31.8792,-92.1292,1098,1098,1098,4720,,DAPI,,direct,total,43.6,6.7,,2.8,2.8,,,,,,,,,,,,water,water,sandstone,,Wilcox Group,Paleocene,well#17,Mcintosh et al. 2010 GSA Bull. 122:1248-1264 well#5,major 100-300 mm/a,major,high,D-,Craton
1,2010,32,1,58,-92,-6,-54,32.0328,-92.115,743,743,743,2030,,DAPI,,direct,total,27.8,7.1,,2,2,,,,,,,,,,,,water,water,sandstone,,Wilcox Group,Paleocene,well#23,Mcintosh et al. 2010 GSA Bull. 122:1248-1264 well#5,major 100-300 mm/a,major,high,D-,Craton
1,2010,31,44,14,-92,-18,-57,31.7372,-92.3158,889,889,889,<1e3,,DAPI,,direct,total,34.9,6.8,,3,3,,,,,,,,,,,,water,water,sandstone,,Wilcox Group,Paleocene,well#28,Mcintosh et al. 2010 GSA Bull. 122:1248-1264 well#5,major 100-300 mm/a,major,high,D-,Craton
1,2010,31,28,32,-91,-52,-27,31.4756,-91.8742,1690,1690,1690,<1e3,,DAPI,,direct,total,48.5,5.3,,3.6,3.6,,,,,,,,,,,,water,water,sandstone,,Wilcox Group,Paleocene,well#34,Mcintosh et al. 2010 GSA Bull. 122:1248-1264 well#5,major 100-300 mm/a,major,high,D-,Craton
1,2007,45,8,6,-84,-30,-5,45.135,-84.5014,302,302,302,6200,,DAPI,,direct,total,15.8,8,,0.12,0.12,,2,,,,,,,,,,water,water,shale,,Antrim shale,Devonian - 380 million,Waldron etal. 2007 AEM 73:4171- well A,,shallow >=100 mm/a,shallow,high,H1,Craton
1,2007,45,11,26,-84,-42,-46,45.1906,-84.7128,280,280,280,6300,,DAPI,,direct,total,12.3,7.5,,0.09,0.09,,,,,,,,,,,,water,water,shale,,Antrim shale,Devonian - 380 million,well B,Waldron etal. 2007 AEM 73:4171- well A,shallow >=100 mm/a,shallow,high,H1,Craton
1,2007,45,6,37,-84,-27,-46,45.1103,-84.4628,296,296,296,5100,,DAPI,,direct,total,14.4,7.6,,0.4,0.4,,9.6,,,,,,,,,,water,water,shale,,Antrim shale,Devonian - 380 million,well C,Waldron etal. 2007 AEM 73:4171- well A,shallow >=100 mm/a,shallow,high,H1,Craton
1,2007,45,5,2,-84,-22,-34,45.0839,-84.3761,442,442,442,8100,,DAPI,,direct,total,14.5,6.7,,3.2,3.2,,3.9,,,,,,,,,,water,water,shale,,Antrim shale,Devonian - 380 million,well D,Waldron etal. 2007 AEM 73:4171- well A,shallow >=100 mm/a,shallow,high,H1,Craton
1,2007,44,59,8,-84,-1,-33,44.9856,-84.0258,412,412,412,6100,,DAPI,,direct,total,14.1,6.4,,3.6,3.6,,,,,,,,,,,,water,water,shale,,Antrim shale,Devonian - 380 million,well E,Waldron etal. 2007 AEM 73:4171- well A,shallow >=100 mm/a,shallow,high,H1,Craton
1,2007,44,56,51,-84,-28,-26,44.9475,-84.4739,479,479,479,4900,,DAPI,,direct,total,14.2,6.5,,2,2,,4.6,,,,,,,,,,water,water,shale,,Antrim shale,Devonian - 380 million,well F,Waldron etal. 2007 AEM 73:4171- well A,shallow >=100 mm/a,shallow,high,H1,Craton
1,2007,44,54,7,-84,-25,-37,44.9019,-84.4269,511,511,511,5300,,DAPI,,direct,total,14.3,5.9,,4.6,4.6,,3.7,,,,,,,,,,water,water,shale,,Antrim shale,Devonian - 380 million,well G,Waldron etal. 2007 AEM 73:4171- well A,shallow >=100 mm/a,shallow,high,H1,Craton
1,2007,44,51,53,-84,-23,-19,44.8647,-84.3886,,,520,<1e3,,DAPI,,direct,total,14.4,5.6,,,4.55,,6.5,,,,,,,,,,water,water,shale,,Antrim shale,Devonian - 380 million,well H,Waldron etal. 2007 AEM 73:4171- well A,shallow >=100 mm/a,shallow,high,H1,Craton
1,2014,45,8,1,-84,-30,-29,45.1336,-84.5081,302,302,302,6200,,DAPI,,direct,total,15.8,8,,0.12,0.12,,12.8,,,,,,,,,,water,water,shale,,Antrim shale,Devonian - 380 million,Huang et al. 2014 wellD2,Waldron etal. 2007 AEM 73:4171- well A,shallow >=100 mm/a,shallow,high,H1,Craton
1,2014,45,6,55,-84,-29,-3,45.1153,-84.4842,296,296,296,5100,,DAPI,,direct,total,14.4,7.6,,0.4,0.4,,4.3,,,,,,,,,,water,water,shale,,Antrim shale,Devonian - 380 million,well b4-18/a1-18,Waldron etal. 2007 AEM 73:4171- well A,shallow >=100 mm/a,shallow,high,H1,Craton
1,2014,44,51,40,-84,-22,-58,44.8611,-84.3828,520,520,520,<1e3,,DAPI,,direct,total,14.4,,,7,7,,7.3,,,,,,,,,,water,water,shale,,Antrim shale,Devonian - 380 million,well C or B1-36,Waldron etal. 2007 AEM 73:4171- well A,shallow >=100 mm/a,shallow,high,H1,Craton
1,2011,51,12,51,5,5,25,51.2142,5.0903,216,216,235.23,52000000,3.10E+07,ATP-Luciferase,5.20E+06,ATP-Luciferase,live,14.7,,,,,,101.4,,,,,,,,,,water,water,clay,,Boom F2,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl?? Based upon ATP fluorescence so viable counts?,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,220,220,233.82,97000000,6.20E+07,ATP-Luciferase,9.70E+06,ATP-Luciferase,live,14.7,,,,,,93.6,,,,,,,,,,water,water,clay,,BoomF4,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,222,222,231.83,78000000,1.90E+07,ATP-Luciferase,7.80E+06,ATP-Luciferase,live,14.6,,,,,,81.1,,,,,,,,,,water,water,clay,,Boom F6,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,228,228,230.28,120000000,6.50E+07,ATP-Luciferase,1.20E+07,ATP-Luciferase,live,14.6,,,,,,121.9,,,,,,,,,,water,water,clay,,Boom F8,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,229,229,229.8,1500000000,5.70E+07,ATP-Luciferase,1.50E+08,ATP-Luciferase,live,14.6,,,,,,9.7,,,,,,,,,,water,water,clay,,Boom F9,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,230,230,229.12,150000000,1.20E+08,ATP-Luciferase,1.50E+07,ATP-Luciferase,live,14.6,,,,,,80,,,,,,,,,,water,water,clay,,Boom F10,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,231,231,227.83,87000000,5.70E+07,ATP-Luciferase,8.70E+06,ATP-Luciferase,live,14.5,,,,,,69.3,,,,,,,,,,water,water,clay,,Boom F12,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,232,232,222.63,81000000,4.60E+07,ATP-Luciferase,8.10E+06,ATP-Luciferase,live,14.4,,,,,,90.9,,,,,,,,,,water,water,clay,,Boom F18,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,234,234,220.83,110000000,4.80E+07,ATP-Luciferase,1.10E+07,ATP-Luciferase,live,14.3,,,,,,75.1,,,,,,,,,,water,water,clay,,Boom F20,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,235,235,217.13,180000000,3.60E+07,ATP-Luciferase,1.80E+07,ATP-Luciferase,live,14.2,,,,,,87.7,,,,,,,,,,water,water,clay,,Boom F23,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,216,216,235.23,19000000,1.30E+06,DNA,assumed 3.5 Mbp/cell,DNA concentration,total,14.7,,,,,,101.4,,,,,,,,,,water,water,clay,,Boom F2,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl?? Based upon ATP fluorescence so viable counts?,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,220,220,233.82,140000000,3.10E+06,DNA,,DNA concentration,total,14.7,,,,,,93.6,,,,,,,,,,water,water,clay,,BoomF4,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,222,222,231.83,71000000,1.20E+06,DNA,,DNA concentration,total,14.6,,,,,,81.1,,,,,,,,,,water,water,clay,,Boom F6,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,228,228,230.28,270000000,2.20E+06,DNA,,DNA concentration,total,14.6,,,,,,121.9,,,,,,,,,,water,water,clay,,Boom F8,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,229,229,229.8,60000000,8.90E+05,DNA,,DNA concentration,total,14.6,,,,,,9.7,,,,,,,,,,water,water,clay,,Boom F9,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,230,230,229.12,140000000,8.60E+05,DNA,,DNA concentration,total,14.6,,,,,,80,,,,,,,,,,water,water,clay,,Boom F10,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,231,231,227.83,17000000,8.20E+05,DNA,,DNA concentration,total,14.5,,,,,,69.3,,,,,,,,,,water,water,clay,,Boom F12,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,232,232,222.63,43000000,1.60E+06,DNA,,DNA concentration,total,14.4,,,,,,90.9,,,,,,,,,,water,water,clay,,Boom F18,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,234,234,220.83,150000000,2.40E+06,DNA,,DNA concentration,total,14.3,,,,,,75.1,,,,,,,,,,water,water,clay,,Boom F20,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2011,51,12,51,5,5,25,51.2142,5.0903,235,235,217.13,240000000,3.50E+06,DNA,,DNA concentration,total,14.2,,,,,,87.7,,,,,,,,,,water,water,clay,,Boom F23,Eocene - 34 million years old,Wouters et al. 2011 poster unpubl??,,major 100-300 mm/a,major,high,M-,Extended_Crust
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,300,7900,,SYBR green,,direct,total,15.8,7.2,-139,,0.586,,54,360,0.005,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,528,510,,SYBR green,,direct,total,19.1,7.5,-248,,2.096,,73,200,0.04,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,528,530,,SYBR green,,direct,total,19.1,7.9,-147,,0.261,,86,120,0.005,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,549,1100,,SYBR green,,direct,total,19.4,7.4,-177,,0.588,,55,330,0.022,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,556,14000,,SYBR green,,direct,total,19.5,7.5,-313,,0.535,,64,380,0.027,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,612,980,,SYBR green,,direct,total,20.3,7.6,-158,,0.563,,54,240,0.026,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,612,1000,,SYBR green,,direct,total,20.3,7.7,-175,,0.443,,65,240,0.008,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,612,13000,,SYBR green,,direct,total,20.3,7.5,-147,,0.563,,66,350,0.025,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,674,840,,SYBR green,,direct,total,21.2,7.5,-178,,0.58,,73,450,0.008,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,695,620,,SYBR green,,direct,total,21.5,7.6,-200,,0.491,,60,510,0.005,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,702,750,,SYBR green,,direct,total,21.6,7.9,-153,,0.839,,72,120,0.005,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,705,820,,SYBR green,,direct,total,22.3,7.8,-175,,0.426,,82,160,0.015,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,805,2300,,SYBR green,,direct,total,23.1,7.5,-175,,0.593,,53,280,0.008,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,882,1200,,SYBR green,,direct,total,24.2,7.4,-171,,0.496,,56,310,0.012,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,902,3900,,SYBR green,,direct,total,24.5,7.6,-182,,0.566,,67,460,0.005,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,958,1200,,SYBR green,,direct,total,25.3,7.7,-189,,0.451,,55,310,0.03,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,1020,2400,,SYBR green,,direct,total,26.2,7.5,-179,,0.6,,56,270,0.024,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,1124,42000,,SYBR green,,direct,total,27.7,7.5,-183,,0.542,,58,310,0.021,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,1172,800,,SYBR green,,direct,total,28.4,7.4,-286,,0.522,,59,310,0.066,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2015,35,21,42,140,14,37,35.3617,140.2436,,,1650,550,,SYBR green,,direct,total,35.3,7.4,-172,,1.536,,56,190,0.04,,,,,,,,water,water,sandstone,,,Plio-Pleistocene,"Katayama et al. 2015 - ISME Journal 9, 436_446 - Minami-Kanto gas field",,major =>300 mm/a,major,high,K-,arcs
1,2008,-82,-15,,-145,,,-82.25,-145,,,1000,200000,,DAPI,,direct,total,-1.5,,,,,,,,,,,,,,,,core,core,subglacial,,Kamb Ice Sheet,,Lanoil et al. 2008 - Env. Micro. 11:609-,,ice sheet,ice sheet,ice,N-,Extended_Crust
1,2008,-82,-15,,-145,,,-82.25,-145,,,1001,400000,,DAPI,,direct,total,-1.5,,,,,,,,,,,,,,,,core,core,subglacial,,,,Lanoil et al. 2008 - Env. Micro. 11:609-,,ice sheet,ice sheet,ice,N-,Extended_Crust
1,2007,77,5,,15,10,,77.0833,15.1667,,,10,210000,,DAPI,,direct,total,0,8.2,,,,"3,000",,,,,,,,,,,core,core,subglacial,,,,Kas_tovska« et al. 2007 Polar Biology Svalbard subglacial sediment,,shallow <100 mm/a,shallow,low,T-,Extended_Crust
1,2007,77,5,,15,10,,77.0833,15.1667,,,10,530000,,DAPI,,direct,total,0,8.2,,,,"3,000",,,,,,,,,,,core,core,subglacial,,,,Kas_tovska« et al. 2007 Polar Biology Svalbard subglacial sediment,,shallow <100 mm/a,shallow,low,T-,Extended_Crust
1,2014,-84,,,154,,,-84.237,153.614,,,801.002,650000,,qPCR-bacteria,3.90E+06,qPCR,bacteria,-0.5,,,,,,,,,,,,,sulfur cycling,,,core,core,subglacial,,Lake Wilhan,,Purcell et al. 2014 - Front. Microbiol. ,,ice sheet,ice sheet,ice,Z1,orogen
1,2014,-84,,,154,,,-84.237,153.614,,,801.006,4333,,qPCR-bacteria,2.60E+04,qPCR,bacteria,-0.5,,,,,,,,,,,,,,,,core,core,subglacial,,Lake Wilhan,,Purcell et al. 2014 - Front. Microbiol. ,,ice sheet,ice sheet,ice,Z1,orogen
1,2014,-84,,,154,,,-84.237,153.614,,,801.031,20000,,qPCR-bacteria,1.20E+05,qPCR,bacteria,-0.5,,,,,,,,,,,,,,,,core,core,subglacial,,Lake Wilhan,,Purcell et al. 2014 - Front. Microbiol. ,,ice sheet,ice sheet,ice,Z1,orogen
1,2014,-84,,,154,,,-84.237,153.614,,,801.003,1416667,,qPCR-bacteria,8.50E+06,qPCR,bacteria,-0.5,,,,,,,,,,,,,,,,core,core,subglacial,,Lake Wilhan,,Purcell et al. 2014 - Front. Microbiol. ,,ice sheet,ice sheet,ice,Z1,orogen
1,2014,-84,,,154,,,-84.237,153.614,,,801.006,36667,,qPCR-bacteria,2.20E+05,qPCR,bacteria,-0.5,,,,,,,,,,,,,,,,core,core,subglacial,,Lake Wilhan,,Purcell et al. 2014 - Front. Microbiol. ,,ice sheet,ice sheet,ice,Z1,orogen
1,2014,-84,,,154,,,-84.237,153.614,,,801.012,3333,,qPCR-bacteria,2.00E+04,qPCR,bacteria,-0.5,,,,,,,,,,,,,,,,core,core,subglacial,,Lake Wilhan,,Purcell et al. 2014 - Front. Microbiol. ,,ice sheet,ice sheet,ice,Z1,orogen
1,2014,-84,,,154,,,-84.237,153.614,,,801.002,400000,,qPCR-bacteria,2.40E+06,qPCR,bacteria,-0.5,,,,,,,,,,,,,,,,core,core,subglacial,,Lake Wilhan,,Purcell et al. 2014 - Front. Microbiol. ,,ice sheet,ice sheet,ice,Z1,orogen
1,2014,-84,,,154,,,-84.237,153.614,,,801.006,96667,,qPCR-bacteria,5.80E+05,qPCR,bacteria,-0.5,,,,,,,,,,,,,,,,core,core,subglacial,,Lake Wilhan,,Purcell et al. 2014 - Front. Microbiol. ,,ice sheet,ice sheet,ice,Z1,orogen
1,2014,-84,,,154,,,-84.237,153.614,,,801.031,233333,,qPCR-bacteria,1.40E+06,qPCR,bacteria,-0.5,,,,,,,,,,,,,,,,core,core,subglacial,,Lake Wilhan,,Purcell et al. 2014 - Front. Microbiol. ,,ice sheet,ice sheet,ice,Z1,orogen
1,2014,-84,,,154,,,-84.237,153.614,,,801.003,733333,,qPCR-bacteria,4.40E+06,qPCR,bacteria,-0.5,,,,,,,,,,,,,,,,core,core,subglacial,,Lake Wilhan,,Purcell et al. 2014 - Front. Microbiol. ,,ice sheet,ice sheet,ice,Z1,orogen
1,2014,-84,,,154,,,-84.237,153.614,,,801.006,150000,,qPCR-bacteria,9.00E+05,qPCR,bacteria,-0.5,,,,,,,,,,,,,,,,core,core,subglacial,,Lake Wilhan,,Purcell et al. 2014 - Front. Microbiol. ,,ice sheet,ice sheet,ice,Z1,orogen
1,2014,-84,,,154,,,-84.237,153.614,,,801.012,66667,,qPCR-bacteria,4.00E+05,qPCR,bacteria,-0.5,,,,,,,,,,,,,,,,core,core,subglacial,,Lake Wilhan,,Purcell et al. 2014 - Front. Microbiol. ,,ice sheet,ice sheet,ice,Z1,orogen
1,2014,-84,,,154,,,-84.237,153.614,,,801,200000,5.00E+04,SYBR gold,,direct,total,-0.5,,,,,,,,,,,,,,,,core,core,subglacial,,Lake Wilhan,,Purcell et al. 2014 - Front. Microbiol. ,,ice sheet,ice sheet,ice,Z1,orogen
1,2006,33,56,38,90,41,47,33.9439,90.6964,0,102,0.17,80,,AODC,,direct,total,-5.6,,,,,,,,,,,,correlated with dust particle concentration,,,T,ice,core,ice,,Malan ice sheet Tibet,,"Yao et al. 2006 GLOBAL BIOGEOCHEMICAL CYCLES, VOL. 20, GB1004, doi:10.1029/2004GB002424,",,shallow <100 mm/a,shallow,low,R2,orogen
