no. of analyses,Year,Lat oN,N,"""N",Long oE,E,"""E",Lat oN,Long oE,Min. Depth (mbls.),Max. Depth (mbls.),Depth_in_m,cells_per_g_or_mL,S.D. (cells/gram or cells/mL),Method,Method_Details,MethodCM,Portion_of_Biomass,T (oC),pH,Eh,Salinity (M),Ionic Strength (M),TOC or SOC  (ppm),DOC (ppm),NH4 or N (ppm),NO3 (ppm),porosity (%),,conductivity (m/sec),Biomass Correlation?,Most Abundance Isolates or Phyla,gas concentrations,Locality,Sample_Type,Sample_Type_Full,Rock_Type,rock color,Formation,Formation age,Citation,,rechargeFull,rechargeType,rechargeVolume,crustTypeFull,crustTypeCompleteInfo
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,464.2,270,7500,,PLFA,0.3,PLFA,bacteria,23.4,8.3,103,,0.016,100,0.9,,,,,,,,,,core,core,sandstone,,Morrison Formation,,"CNAR Cerro Negro - Ringelberg et al., 1997",,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,472.6,275,131500,,PLFA,5.3,PLFA,bacteria,23.6,8.3,103,,0.016,100,0.9,,,,,,,,,,core,core,sandstone,,Morrison Formation,,"CNAR Cerro Negro - Ringelberg et al., 1997",,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,475.3,280,85500,,PLFA,3.4,PLFA,bacteria,23.8,8.3,103,,0.016,200,0.9,,,,,,,,,,core,core,sandstone,,Morrison Formation,,"CNAR Cerro Negro - Ringelberg et al., 1997",,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,482.9,290,17500,,PLFA,0.7,PLFA,bacteria,24.3,8.3,103,,0.016,800,0.9,,,1.9,1,,,,,,core,core,sandstone,,Morrison Formation,,"CNAR Cerro Negro - Ringelberg et al., 1997",,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,503.9,297.301,1750,,PLFA,0.1,PLFA,bacteria,24.7,8.3,103,,0.016,100,0.9,,,,,,,,,,core,core,sandstone,,Morrison Formation,,"CNAR Cerro Negro - Ringelberg et al., 1997",,complex <20 mm/a,complex,low,X-,Extended_Crust
,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,507.3,299.307,,,,,,,24.8,,,,,200,,,,,,,,,,,core,core,sandstone,,Morrison Formation,,,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,core length,1,5754399,,Baclight,total,direct,total,10,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,93.5,45,26303,,Baclight,total,direct,total,12.2,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,200,102,213796,,Baclight,total,direct,total,15,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,397.1,224,691831,,Baclight,total,direct,total,21.1,,,,,,,,,,,,,,,,core,core,sandstone,,Cubero Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,425,240,457088,,Baclight,total,direct,total,21.9,,,,,,,,,,,,,,,,core,core,shale,,Oak Canyon,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,core length,1,6165950,,Baclight,live,direct,live,10,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,93.5,45,169824,,Baclight,live,direct,live,12.2,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,200,102,398107,,Baclight,live,direct,live,15,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,397.1,224,831764,,Baclight,live,direct,live,21.1,,,,,,,,,,,,,,,,core,core,sandstone,,Cubero Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,425,240,630957,,Baclight,live,direct,live,21.9,,,,,,,,,,,,,,,,core,core,shale,,Oak Canyon,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,core length,1,,,DAPI,,direct,total,10,,,,,,,,,,,,,,,,core,core,soil,,,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,48.9,25,,,DAPI,,direct,total,11.2,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,91.8,30,28183829,,DAPI,,direct,total,11.5,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,93.5,45,2290868,,DAPI,,direct,total,12.2,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,200,102,,,DAPI,,direct,total,15,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,227.6,125.18,4365158,,DAPI,,direct,total,16.2,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,239.9,125,2454709,,DAPI,,direct,total,16.2,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,251.6,130,6309573,,DAPI,,direct,total,16.4,8.3,282,,0.016,,5.3,,,,,,,,,,core,core,sandstone,,Two Wells Sandstone,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,259.9,135,5370318,,DAPI,,direct,total,16.7,8.3,282,,0.016,,5.3,,,,,,,,,,core,core,sandstone,,Two Wells Sandstone,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,260.5,140,3388442,,DAPI,,direct,total,16.9,8.3,282,,0.016,,5.3,,,,,,,,,,core,core,sandstone,,Two Wells Sandstone,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,299,164.45,4897788,,DAPI,,direct,total,18.1,8.3,282,,0.016,,5.3,,,,,,,,,,core,core,sandstone,,Two Wells Sandstone,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,310.8,170,7943282,,DAPI,,direct,total,18.4,,,,,"8,000",,,,,,,,,,,core,core,shale,,Whitewater Arroyo Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,315.4,172,3801894,,DAPI,,direct,total,18.5,,,,,"5,500",,,,,,,,,,,core,core,shale,,Whitewater Arroyo Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,319.7,174,3548134,,DAPI,,direct,total,18.6,,,,,,,,,,,,,,,,core,core,shale,,Whitewater Arroyo Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,329.2,176,5011872,,DAPI,,direct,total,18.7,,,,,"8,000",,,,,,,,,,,core,core,shale,,Whitewater Arroyo Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,333.7,180,3090295,,DAPI,,direct,total,18.9,8.2,231,,0.013,"1,700",1.8,,,,,,,,,,core,core,sandstone,,Paguate Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,344.2,184,1778279,,DAPI,,direct,total,19.1,8.2,231,,0.013,"2,500",1.8,,,,,,,,,,core,core,sandstone,,Paguate Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,350.3,188,4365158,,DAPI,,direct,total,19.3,8.2,231,,0.013,"1,000",1.8,,,,,,,,,,core,core,sandstone,,Paguate Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,355.4,192,3235937,,DAPI,,direct,total,19.5,8.2,231,,0.013,"4,000",1.8,,,,,,,,,,core,core,sandstone,,Paguate Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,361.1,196,4265795,,DAPI,,direct,total,19.7,8.2,231,,0.013,"3,500",1.8,,,,,,,,,,core,core,sandstone,,Paguate Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,371.1,202.5,977237,,DAPI,,direct,total,20,,,,,"7,500",,,,,,,,,,,core,core,shale,,Clay Mesa Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,375.3,207.5,3630781,,DAPI,,direct,total,20.3,,,,,"11,000",,,,,,,,,,,core,core,shale,,Clay Mesa Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,378.4,210,4365158,,DAPI,,direct,total,20.4,,,,,"13,500",,,,,,,,,,,core,core,shale,,Clay Mesa Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,381.8,212.5,1949845,,DAPI,,direct,total,20.5,,,,,"14,700",,,,,,,,,,,core,core,shale,,Clay Mesa Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,386.5,215,2951209,,DAPI,,direct,total,20.6,8.5,233,,0.021,"1,800",13.9,,,,,,,,,,core,core,sandstone,,Cubero Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,390.9,220,2951209,,DAPI,,direct,total,20.9,8.5,233,,0.021,"4,500",13.9,,,,,,,,,,core,core,sandstone,,Cubero Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,397.1,224,977237,,DAPI,,direct,total,21.1,8.5,233,,0.021,"4,700",13.9,,,,,,,,,,core,core,sandstone,,Cubero Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,405.5,228,2290868,,DAPI,,direct,total,21.3,,,,,"4,300",,,,,,,,,,,core,core,shale,,Oak Canyon,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,409.8,230,1819701,,DAPI,,direct,total,21.4,,,,,"3,500",,,,,,,,,,,core,core,shale,,Oak Canyon,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,417.4,235,1819701,,DAPI,,direct,total,21.6,,,,,"6,000",,,,,,,,,,,core,core,shale,,Oak Canyon,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,425,240,,,DAPI,,direct,total,21.9,,,,,"10,000",,,,,,,,,,,core,core,shale,,Oak Canyon,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,426.5,242,,,DAPI,,direct,total,22,,,,,"2,000",,,,,,,,,,,core,core,shale,,Oak Canyon,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,436.7,245,3801894,,DAPI,,direct,total,22.1,,,,,"3,000",,,,,,,,,,,core,core,shale,,Oak Canyon,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,451.2,248,2951209,,DAPI,,direct,total,22.3,,,,,700,,,,,,,,,,,core,core,sandstone,,Morrison Formation-Jackpile Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,457.3,260,1949845,,DAPI,,direct,total,22.9,,,,,,,,,,,,,,,,core,core,basalt,,basalt dike,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,464.2,270,4073803,,DAPI,,direct,total,23.4,8.3,103,,0.016,100,0.9,,,,,,,,,,core,core,sandstone,,Morrison Formation,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,472.6,275,3090295,,DAPI,,direct,total,23.6,8.3,103,,0.016,100,0.9,,,,,,,,,,core,core,sandstone,,Morrison Formation,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,475.3,280,2951209,,DAPI,,direct,total,23.8,8.3,103,,0.016,200,0.9,,,,,,,,,,core,core,sandstone,,Morrison Formation,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,482.9,290,1819701,,DAPI,,direct,total,24.3,8.3,103,,0.016,800,0.9,,,1.9,1,,,,,,core,core,sandstone,,Morrison Formation,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,503.9,297.301,977237,,DAPI,,direct,total,24.7,8.3,103,,0.016,100,0.9,,,,,,,,,,core,core,sandstone,,Morrison Formation,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,507.3,299.307,1318257,,DAPI,,direct,total,24.8,8.3,103,,0.016,200,0.9,,,,,,,,,,core,core,sandstone,,Morrison Formation,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,core length,1,,,FISH,,FISH,live,10,,,,,,,,,,,,,,,,core,core,soil,,,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,48.9,25,,,FISH,,FISH,live,11.2,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,91.8,30,,,FISH,,FISH,live,11.5,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,93.5,45,5495409,,FISH,,FISH,live,12.2,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,200,102,,,FISH,,FISH,live,15,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,227.6,125.18,645654,,FISH,,FISH,live,16.2,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,239.9,125,812831,,FISH,,FISH,live,16.2,,,,,,,,,,,,,,,,core,core,shale,,Mancos Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,251.6,130,1148154,,FISH,,FISH,live,16.4,8.3,282,,0.016,,5.3,,,,,,,,,,core,core,sandstone,,Two Wells Sandstone,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,259.9,135,645654,,FISH,,FISH,live,16.7,8.3,282,,0.016,,5.3,,,,,,,,,,core,core,sandstone,,Two Wells Sandstone,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,260.5,140,489779,,FISH,,FISH,live,16.9,8.3,282,,0.016,,5.3,,,,,,,,,,core,core,sandstone,,Two Wells Sandstone,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,299,164.45,162181,,FISH,,FISH,live,18.1,8.3,282,,0.016,,5.3,,,,,,,,,,core,core,sandstone,,Two Wells Sandstone,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,310.8,170,489779,,FISH,,FISH,live,18.4,,,,,"8,000",,,,,,,,,,,core,core,shale,,Whitewater Arroyo Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,315.4,172,162181,,FISH,,FISH,live,18.5,,,,,"5,500",,,,,,,,,,,core,core,shale,,Whitewater Arroyo Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,319.7,174,645654,,FISH,,FISH,live,18.6,,,,,,,,,,,,,,,,core,core,shale,,Whitewater Arroyo Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,329.2,176,645654,,FISH,,FISH,live,18.7,,,,,"8,000",,,,,,,,,,,core,core,shale,,Whitewater Arroyo Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,333.7,180,323594,,FISH,,FISH,live,18.9,8.2,231,,0.013,"1,700",1.8,,,,,,,,,,core,core,sandstone,,Paguate Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,344.2,184,,,FISH,,FISH,live,19.1,8.2,231,,0.013,"2,500",1.8,,,,,,,,,,core,core,sandstone,,Paguate Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,350.3,188,645654,,FISH,,FISH,live,19.3,8.2,231,,0.013,"1,000",1.8,,,,,,,,,,core,core,sandstone,,Paguate Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,355.4,192,,,FISH,,FISH,live,19.5,8.2,231,,0.013,"4,000",1.8,,,,,,,,,,core,core,sandstone,,Paguate Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,361.1,196,812831,,FISH,,FISH,live,19.7,8.2,231,,0.013,"3,500",1.8,,,,,,,,,,core,core,sandstone,,Paguate Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,371.1,202.5,162181,,FISH,,FISH,live,20,,,,,"7,500",,,,,,,,,,,core,core,shale,,Clay Mesa Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,375.3,207.5,162181,,FISH,,FISH,live,20.3,,,,,"11,000",,,,,,,,,,,core,core,shale,,Clay Mesa Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,378.4,210,812831,,FISH,,FISH,live,20.4,,,,,"13,500",,,,,,,,,,,core,core,shale,,Clay Mesa Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,381.8,212.5,162181,,FISH,,FISH,live,20.5,,,,,"14,700",,,,,,,,,,,core,core,shale,,Clay Mesa Sh.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,386.5,215,162181,,FISH,,FISH,live,20.6,8.5,233,,0.021,"1,800",13.9,,,,,,,,,,core,core,sandstone,,Cubero Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,390.9,220,323594,,FISH,,FISH,live,20.9,8.5,233,,0.021,"4,500",13.9,,,,,,,,,,core,core,sandstone,,Cubero Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,397.1,224,,,FISH,,FISH,live,21.1,8.5,233,,0.021,"4,700",13.9,,,,,,,,,,core,core,sandstone,,Cubero Ss.,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,405.5,228,162181,,FISH,,FISH,live,21.3,,,,,"4,300",,,,,,,,,,,core,core,shale,,Oak Canyon,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,409.8,230,162181,,FISH,,FISH,live,21.4,,,,,"3,500",,,,,,,,,,,core,core,shale,,Oak Canyon,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
1,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,417.4,235,323594,,FISH,,FISH,live,21.6,,,,,"6,000",,,,,,,,,,,core,core,shale,,Oak Canyon,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
,1997,35,11,52,-107,-20,-54,35.1978,-107.3483,,425,240,,,FISH,,FISH,live,21.9,,,,,"10,000",,,,,,,,,,,core,core,shale,,Oak Canyon,,CNAR  Cerro Negro - DOE meeting Salt Lake City 1995,,complex <20 mm/a,complex,low,X-,Extended_Crust
